close_time,open,high,low,close,volume,trade_count,SMA50,SMA100,SMA200,RSI,Close_to_Open,Close_to_High,Close_to_Low,Volume_Momentum,Trade_Count_Momentum,next_two_candles
2017-09-19 10:59:59.999,3969.32,4029.99,3901.02,3965.01,171.194272,1315,1.0373209612082184,0.9690714004874577,0.9437090401707126,55.89934826623301,0.9989141716969153,0.9989141716969153,0.9989141716969153,1.0238436751594087,1.0037401725059156,Neutral
2017-09-19 14:59:59.999,3970.0,4014.56,3871.99,3890.01,122.480176,1165,1.019307681713531,0.9520955691984708,0.9263654368181043,52.36953617080335,0.9798513853904283,0.9798513853904283,0.9798513853904283,0.7357091020385917,0.8965676466061259,Neutral
2017-09-19 18:59:59.999,3890.02,3920.0,3830.91,3910.04,137.784085,1296,1.026391753291757,0.9585452305410077,0.9317092131933201,53.219141829326894,1.0051465031028117,1.0051465031028117,1.0051465031028117,0.8748805828648653,1.0250731630151073,Neutral
2017-09-19 22:59:59.999,3910.04,3923.26,3843.0,3875.93,110.321379,1042,1.019076799656137,0.9519215901091105,0.9241057970518298,51.53334071694422,0.9912763040787306,0.9912763040787306,0.9912763040787306,0.7187375843290824,0.8326008789452657,Up
2017-09-20 02:59:59.999,3875.91,3988.83,3820.0,3913.89,147.874688,1643,1.0306539422357266,0.9625970368246509,0.933614093341372,53.30601355218783,1.0097989891406147,1.0097989891406147,1.0097989891406147,1.0632110030525677,1.3768541020698903,Up
2017-09-20 06:59:59.999,3913.91,3979.99,3859.31,3927.77,108.229498,1189,1.0363091976824363,0.9670962429139371,0.937324461368713,53.968968711341574,1.0035412158174306,1.0035412158174306,1.0035412158174306,0.7811210113411972,0.9859038142620232,Neutral
2017-09-20 10:59:59.999,3927.77,4046.08,3912.08,4005.0,127.932758,1239,1.0586744613303094,0.9873857464642407,0.9560825109949489,57.578037881249884,1.019662556616095,1.019662556616095,1.019662556616095,0.915970735081677,0.9947812123645122,Down
2017-09-20 14:59:59.999,3997.5,4039.99,3962.76,3962.93,105.221655,1016,1.049646758359155,0.9783311740378956,0.9464205232491603,55.04616036473226,0.9913520950594121,0.9913520950594121,0.9913520950594121,0.7862522828717321,0.8327868852459016,Down
2017-09-20 18:59:59.999,3962.93,4000.0,3860.09,3900.0,121.355098,1102,1.0349453819516354,0.9638437733801622,0.9318816385590256,51.40483329838803,0.9841203352065265,0.9841203352065265,0.9841203352065265,0.9496880225520012,0.9231026972692243,Neutral
2017-09-20 22:59:59.999,3889.99,3910.0,3816.63,3827.66,167.389873,1331,1.0175730375551832,0.9468064446637091,0.9150438077886373,47.51385852978985,0.9839768225625258,0.9839768225625258,0.9839768225625258,1.268313138351583,1.0787810017831092,Neutral
2017-09-21 02:59:59.999,3820.02,3903.28,3800.0,3885.23,109.783357,1151,1.0344095330224945,0.9616838813154819,0.9290853442784986,50.71131125717767,1.017070591253449,1.017070591253449,1.017070591253449,0.8724233178551165,0.9454575324461968,Down
2017-09-21 06:59:59.999,3885.23,3904.81,3835.88,3864.95,69.458389,1047,1.0294042130850076,0.9570196304722358,0.9245048097416846,49.56580348299871,0.9947802318009487,0.9947802318009487,0.9947802318009487,0.5762504173266474,0.8684472461844726,Down
2017-09-21 10:59:59.999,3862.99,3879.99,3668.6,3727.44,274.620286,1916,0.9938716262481254,0.9240597574707561,0.8920507201280611,42.54769256338059,0.9649106003380802,0.9649106003380802,0.9649106003380802,2.046065785822132,1.5115178289681288,Neutral
2017-09-21 14:59:59.999,3730.0,3747.48,3592.62,3605.03,205.53549,1719,0.9623975068532543,0.8948116571170829,0.8631981029625623,37.46255434013593,0.9664959785522789,0.9664959785522789,0.9664959785522789,1.429910490147311,1.2873511570433611,Up
2017-09-21 18:59:59.999,3605.03,3678.26,3567.0,3609.99,174.866689,1550,0.9646745360811187,0.8968843938652141,0.8647456141915256,37.787011435604796,1.0013758554020353,1.0013758554020353,1.0013758554020353,1.1941239673683712,1.1689291101055808,Neutral
2017-09-21 22:59:59.999,3592.84,3697.51,3592.84,3697.51,131.713823,1273,0.9890255507339448,0.91975460640343,0.8860016986505626,43.37008515082221,1.0291329421850124,1.0291329421850124,1.0291329421850124,0.8852464686039075,0.9539868105515587,Down
2017-09-22 02:59:59.999,3693.01,3750.0,3658.46,3658.46,139.674068,1403,0.9800810316335629,0.911374766508264,0.8770833850025445,41.57722580896638,0.9906444878297107,0.9906444878297107,0.9906444878297107,0.9313971971147589,1.038643766656796,Down
2017-09-22 06:59:59.999,3658.46,3669.0,3522.22,3539.97,151.960238,1258,0.9496918733480184,0.8832015879799736,0.8492872943744676,36.629232464735466,0.9676120553456918,0.9676120553456918,0.9676120553456918,0.9826980926014452,0.9149090909090909,Neutral
2017-09-22 10:59:59.999,3528.36,3645.99,3505.55,3514.07,179.874633,1740,0.9445473074379497,0.8787752228034678,0.8436610631586208,35.63106110962199,0.9959499597546736,0.9959499597546736,0.9959499597546736,1.120800224941372,1.2093411175979984,Up
2017-09-22 14:59:59.999,3527.97,3590.0,3514.08,3590.0,109.500907,1192,0.9643915479112944,0.8995099099182168,0.8624762620826558,40.7303321521156,1.017582349056256,1.017582349056256,1.017582349056256,0.7078329986657685,0.8365499333286546,Up
2017-09-22 18:59:59.999,3590.0,3645.18,3574.7,3595.87,126.242756,1286,0.9655644602291478,0.9028677305943146,0.8644167412421333,41.11867801563218,1.0016350974930361,1.0016350974930361,1.0016350974930361,0.8074641063736182,0.8940489432703003,Up
