close_time,open,high,low,close,volume,trade_count,SMA50,SMA100,SMA200,RSI,Close_to_Open,Close_to_High,Close_to_Low,Volume_Momentum,Trade_Count_Momentum,next_two_candles
2017-09-19 10:59:59.999,286.0,290.0,284.0,289.98,260.13781,346,1.0796373062010454,1.0003159836681979,0.93099024383353,58.600624671947585,1.013916083916084,1.013916083916084,1.013916083916084,0.4710459612561526,0.7315010570824524,Neutral
2017-09-19 14:59:59.999,289.44,289.96,282.0,282.0,236.76833,292,1.050901651257169,0.974844180491363,0.9057476432895982,54.3322795058286,0.9742951907131012,0.9742951907131012,0.9742951907131012,0.5228811265553219,0.7332998493219488,Neutral
2017-09-19 18:59:59.999,282.0,286.98,278.0,284.0,236.55385,314,1.0595552106612145,0.9839638150771668,0.9125370216109011,55.212767227427264,1.0070921985815602,1.0070921985815602,1.0070921985815602,0.6137601042618095,0.8652521355745385,Neutral
2017-09-19 22:59:59.999,284.01,284.96,280.0,281.0,230.6785,202,1.0495029240421325,0.9761676145798449,0.9032757245934817,53.5450990615614,0.9894017816274076,0.9894017816274076,0.9894017816274076,0.6275952424347382,0.5797933409873709,Neutral
2017-09-20 02:59:59.999,280.02,288.0,275.91,288.0,165.8878,257,1.0763948844333118,1.0021748586341888,0.9259796615640793,56.822216025890235,1.028497964431112,1.028497964431112,1.028497964431112,0.6711370567837301,0.9647147147147148,Neutral
2017-09-20 06:59:59.999,286.09,286.91,280.98,284.05,149.50263,201,1.063249992700801,0.9899899659175784,0.9135432097415449,54.486432885946705,0.9928693767695481,0.9928693767695481,0.9928693767695481,0.5967455602442344,0.7458256029684601,Neutral
2017-09-20 10:59:59.999,283.99,294.0,283.99,291.01,346.22237,417,1.0911928390212147,1.0160896278970215,0.9360839101229492,57.77973895128379,1.0247191802528257,1.0247191802528257,1.0247191802528257,1.2534298478087658,1.4026236125126135,Down
2017-09-20 14:59:59.999,291.0,293.94,288.0,288.0,84.90224,181,1.0817681500412422,1.007471379767036,0.9266735748894629,55.89602865473314,0.9896907216494846,0.9896907216494846,0.9896907216494846,0.3387278340598169,0.6445868945868946,Down
2017-09-20 18:59:59.999,289.0,290.0,282.0,282.0,83.3738,173,1.0610015704328208,0.9881284426815424,0.907744363092595,52.239987790825225,0.9757785467128027,0.9757785467128027,0.9757785467128027,0.3895295327975576,0.6723668869024485,Neutral
2017-09-20 22:59:59.999,285.1,286.0,280.01,280.01,209.78698,318,1.0547095998499354,0.980983611151984,0.9016113150754976,51.047400359913254,0.9821466152227287,0.9821466152227287,0.9821466152227287,1.0469382265265887,1.1773417252869307,Neutral
